calc_time,funding_interval_hours,last_funding_rate
1665014400000,8,0.0001
1665043200000,8,0.0001
1665072000000,8,0.0001
1665100800000,8,0.0001
1665129600000,8,0.0001
1665158400000,8,7.513e-05
1665187200000,8,3.85e-05
1665216000000,8,7.345e-05
1665244800000,8,4.149e-05
1665273600000,8,3.246e-05
1665302400000,8,1.776e-05
1665331200000,8,1.951e-05
1665360000000,8,6.241e-05
1665388800000,8,6.069e-05
1665417600000,8,0.0001
1665446400000,8,0.0001
1665475200000,8,0.0001
1665504000000,8,0.0001
1665532800000,8,0.0001
1665561600000,8,0.0001
1665590400000,8,0.0001
1665619200000,8,7.466e-05
1665648000000,8,0.0001
1665676800000,8,3.936e-05
1665705600000,8,3.235e-05
1665734400000,8,0.0001
1665763200000,8,8.395e-05
1665792000000,8,4.317e-05
1665820800000,8,3.772e-05
1665849600000,8,4.563e-05
1665878400000,8,2.735e-05
1665907200000,8,4.61e-06
1665936000000,8,3.394e-05
1665964800000,8,3.31e-06
1665993600000,8,4.84e-05
1666022400000,8,6.458e-05
1666051200000,8,0.0001
1666080000000,8,0.0001
1666108800000,8,0.0001
1666137600000,8,7.598e-05
1666166400000,8,0.0001
1666195200000,8,0.0001
1666224000000,8,0.0001
1666252800000,8,6.021e-05
1666281600000,8,2.095e-05
1666310400000,8,4.708e-05
1666339200000,8,4.483e-05
1666368000000,8,-8.9e-06
1666396800000,8,3.721e-05
1666425600000,8,8.36e-05
1666454400000,8,-3.19e-06
1666483200000,8,4.152e-05
1666512000000,8,1.171e-05
1666540800000,8,5.174e-05
1666569600000,8,0.0001
1666598400000,8,0.0001
1666627200000,8,2.328e-05
1666656000000,8,4.327e-05
1666684800000,8,9.019e-05
1666713600000,8,-1.66e-06
1666742400000,8,2.243e-05
1666771200000,8,5.665e-05
1666800000000,8,6.122e-05
1666828800000,8,1.3e-07
1666857600000,8,-2.276e-05
1666886400000,8,1.376e-05
1666915200000,8,-1.228e-05
1666944000000,8,3.541e-05
1666972800000,8,-2.629e-05
1667001600000,8,2.484e-05
1667030400000,8,4.755e-05
1667059200000,8,4.205e-05
1667088000000,8,-2.515e-05
1667116800000,8,3.212e-05
1667145600000,8,5.135e-05
1667174400000,8,1.504e-05
1667203200000,8,3.842e-05
1667232000000,8,-4.34e-06
1667260800000,8,7.22e-06
1667289600000,8,-1.088e-05
1667318400000,8,1.302e-05
1667347200000,8,4.787e-05
1667376000000,8,1.203e-05
1667404800000,8,6.046e-05
1667433600000,8,2.68e-05
1667462400000,8,4.4e-06
1667491200000,8,6.94e-05
1667520000000,8,4.429e-05
1667548800000,8,1.148e-05
1667577600000,8,6.899e-05
1667606400000,8,4.409e-05
1667635200000,8,4.541e-05
1667664000000,8,0.0001
1667692800000,8,6.491e-05
1667721600000,8,9.732e-05
1667750400000,8,6.866e-05
1667779200000,8,7.813e-05
1667808000000,8,0.0001
1667836800000,8,0.0001
1667865600000,8,6.515e-05
1667894400000,8,-7.88e-06
1667923200000,8,9.446e-05
1667952000000,8,-0.00013884
1667980800000,8,7.305e-05
1668009600000,8,-0.00032976
1668038400000,8,-0.00119172
1668067200000,8,-0.00111953
1668096000000,8,-0.00023833
1668124800000,8,-0.00019452
1668153600000,8,-7.277e-05
1668182400000,8,-5.802e-05
1668211200000,8,5.3e-05
1668240000000,8,-2.406e-05
1668268800000,8,6.521e-05
1668297600000,8,3.33e-06
1668326400000,8,-7.357e-05
1668355200000,8,2.816e-05
1668384000000,8,-3.809e-05
1668412800000,8,-7.645e-05
1668441600000,8,-1.132e-05
1668470400000,8,-0.00010925
1668499200000,8,-0.00017664
1668528000000,8,2.275e-05
1668556800000,8,-0.00013216
