calc_time,funding_interval_hours,last_funding_rate
1659686400000,8,0.0001
1659715200000,8,6.981e-05
1659744000000,8,-3.978e-05
1659772800000,8,0.0001
1659801600000,8,0.0001
1659830400000,8,-4.692e-05
1659859200000,8,-0.00015046
1659888000000,8,3.924e-05
1659916800000,8,2.983e-05
1659945600000,8,0.0001
1659974400000,8,0.0001
1660003200000,8,0.0001
1660032000000,8,7.813e-05
1660060800000,8,-0.00013228
1660089600000,8,-0.00029753
1660118400000,8,-0.00029944
1660147200000,8,-5.147e-05
1660176000000,8,5.226e-05
1660204800000,8,0.0001
1660233600000,8,0.0001
1660262400000,8,5.939e-05
1660291200000,8,9.94e-05
1660320000000,8,0.0001
1660348800000,8,3.494e-05
1660377600000,8,0.0001
1660406400000,8,0.0001
1660435200000,8,7.97e-05
1660464000000,8,0.0001
1660492800000,8,9.525e-05
1660521600000,8,-4.151e-05
1660550400000,8,-0.00018392
1660579200000,8,-9.373e-05
1660608000000,8,-1.62e-06
1660636800000,8,-2.111e-05
1660665600000,8,7.001e-05
1660694400000,8,2.281e-05
1660723200000,8,7.985e-05
1660752000000,8,8.97e-06
1660780800000,8,-6.1e-07
1660809600000,8,-7.86e-05
1660838400000,8,-1.011e-05
1660867200000,8,2.8e-07
1660896000000,8,-0.00039518
1660924800000,8,-0.00018908
1660953600000,8,-0.00028232
1660982400000,8,-0.00016841
1661011200000,8,-5.251e-05
1661040000000,8,-5.964e-05
1661068800000,8,-0.00020143
1661097600000,8,-3.515e-05
1661126400000,8,-0.00011199
1661155200000,8,-0.00013577
1661184000000,8,1.996e-05
1661212800000,8,-4.645e-05
1661241600000,8,-0.00010549
1661270400000,8,-7.03e-05
1661299200000,8,-7.534e-05
1661328000000,8,-8.133e-05
1661356800000,8,-6.243e-05
1661385600000,8,-0.00014512
1661414400000,8,-7.068e-05
1661443200000,8,-4.183e-05
1661472000000,8,-6.729e-05
1661500800000,8,9.138e-05
1661529600000,8,0.0001
1661558400000,8,-0.00010918
1661587200000,8,-5.569e-05
1661616000000,8,-0.00010882
1661644800000,8,2.944e-05
1661673600000,8,-2.62e-05
1661702400000,8,-2.94e-06
1661731200000,8,-0.00024627
1661760000000,8,-0.00015125
1661788800000,8,-0.0001821
1661817600000,8,-0.00017396
1661846400000,8,-6.428e-05
1661875200000,8,-9.997e-05
1661904000000,8,-0.00022954
1661932800000,8,-0.00015114
1661961600000,8,2.352e-05
1661990400000,8,-0.0001848
1662019200000,8,-0.00010427
1662048000000,8,-3.476e-05
1662076800000,8,-0.00011914
1662105600000,8,-1.854e-05
1662134400000,8,9.546e-05
1662163200000,8,-7.748e-05
1662192000000,8,1.174e-05
1662220800000,8,-3.755e-05
1662249600000,8,8.16e-05
1662278400000,8,3.556e-05
1662307200000,8,3.75e-05
1662336000000,8,7.713e-05
1662364800000,8,-7.182e-05
1662393600000,8,1.822e-05
1662422400000,8,7.116e-05
1662451200000,8,5.007e-05
1662480000000,8,5.345e-05
1662508800000,8,-0.00029033
1662537600000,8,-0.00019392
1662566400000,8,-4.926e-05
1662595200000,8,-3.926e-05
1662624000000,8,3.768e-05
1662652800000,8,8.754e-05
1662681600000,8,-8.7e-06
1662710400000,8,3.943e-05
1662739200000,8,0.0001
1662768000000,8,4.652e-05
1662796800000,8,7.58e-05
1662825600000,8,0.0001
1662854400000,8,9.01e-05
1662883200000,8,1.217e-05
1662912000000,8,4.71e-06
1662940800000,8,-1.384e-05
1662969600000,8,8.103e-05
1662998400000,8,8.838e-05
1663027200000,8,2.917e-05
1663056000000,8,-7.219e-05
1663084800000,8,-5.955e-05
1663113600000,8,-0.00038316
1663142400000,8,-0.00038406
1663171200000,8,-0.00015412
1663200000000,8,-0.00018839
1663228800000,8,-0.00023366
1663257600000,8,-3.431e-05
1663286400000,8,-0.00011656
1663315200000,8,-0.00010715
1663344000000,8,-0.00013721
1663372800000,8,-4.994e-05
1663401600000,8,3.562e-05
1663430400000,8,7.782e-05
1663459200000,8,8.418e-05
1663488000000,8,-8.36e-06
1663516800000,8,-3.96e-06
1663545600000,8,4.625e-05
1663574400000,8,1.99e-06
1663603200000,8,-2.043e-05
1663632000000,8,3.078e-05
1663660800000,8,-3.522e-05
1663689600000,8,-4.716e-05
1663718400000,8,-6.273e-05
1663747200000,8,-5.283e-05
1663776000000,8,-9.735e-05
1663804800000,8,-0.00017772
1663833600000,8,-0.00014043
1663862400000,8,-9.188e-05
1663891200000,8,-0.00035975
1663920000000,8,-4.704e-05
1663948800000,8,-2.559e-05
1663977600000,8,-0.00031191
1664006400000,8,-0.00016762
1664035200000,8,-9.816e-05
1664064000000,8,-0.00014376
1664092800000,8,-4.306e-05
1664121600000,8,-7.761e-05
1664150400000,8,-8.187e-05
1664179200000,8,-0.00011196
1664208000000,8,-7.383e-05
1664236800000,8,-9.267e-05
1664265600000,8,-0.00015342
1664294400000,8,-8.121e-05
1664323200000,8,-0.00048706
1664352000000,8,-0.00011334
1664380800000,8,-0.00012839
1664409600000,8,-0.000221
1664438400000,8,-0.0001242
1664467200000,8,1.956e-05
1664496000000,8,-6.518e-05
1664524800000,8,6.752e-05
1664553600000,8,0.0001
1664582400000,8,0.0001
1664611200000,8,0.0001
1664640000000,8,0.0001
1664668800000,8,6.245e-05
1664697600000,8,0.0001
1664726400000,8,-7.19e-05
1664755200000,8,-5.661e-05
1664784000000,8,0.0001
1664812800000,8,-5.965e-05
1664841600000,8,-0.00014765
1664870400000,8,3.436e-05
1664899200000,8,4.384e-05
1664928000000,8,-5.554e-05
1664956800000,8,5.43e-05
1664985600000,8,1.388e-05
1665014400000,8,3.91e-05
1665043200000,8,6.737e-05
1665072000000,8,-1.08e-06
1665100800000,8,-1.175e-05
1665129600000,8,-5.073e-05
1665158400000,8,7.596e-05
1665187200000,8,8.647e-05
1665216000000,8,0.0001
